UID,Al,ANC,Ca,Cl,cond,DOC,K,Mg,sodium,NH4,NO2,NO3,total.N,pH.lab,total.P,SIO2,SO4,TSS,turb
14261,0.0557,345.27,7.74,34.03,163.34,3.05,1.378,1.646,19.64,1.30E-02,0,0.07392,201,7.51,10.265,5.374,3.7,0,0.47
14262,0.0687,1015.67,9.498,9.46,168.64,6.18,5.227,5.192,14.98,3.50E-02,,0.0892,684,7.81,202.771,10.742,11.61,2.6,15.07
14263,0.0401,565.95,7.527,3.09,83.7,9.65,5.98,1.608,1.541,0.496,0.01046,0.03893,1438,7.18,231.9088,4.663,2.56,19.7,25.75
14264,0.1273,176.78,2.738,2.52,40.56,9.29,1.901,0.971,2.108,8.20E-02,0,0.00374,1121,6.4,108.6613,9.278,2.97,170,31.59
14265,0.0212,126.95,1.413,2.18,29.8,2.49,0.744,1.069,2.134,0.01,0,0.02585,173,7.1,9.9013,6.368,2.51,0,4.23
14266,9.00E-04,2138.79,26.32,2.79,262.62,1.92,2.037,16.33,2.306,8.34E-02,0.00802,0.13974,529,8.1,7.5456,8.534,2.27,5.8,3.42
14267,0.0099,1978.64,31.03,7.17,255.66,3.48,3.354,8.161,7.149,6.00E-02,0,0.37132,953,7.96,273.675,13.446,12.74,89.1,72.18
14268,0.0192,2720.89,38.71,8.23,342.15,7.14,7.66,9.148,15.76,0.645,0.04715,0.02655,2258,8,452.0538,33.853,26.55,31.4,17.63
14269,0.0294,174.89,2.254,3.69,50.59,2.75,2.267,1.641,2.677,1.50E-02,0.00109,0.12843,347,7.2,19.8706,4.592,5.74,4.1,4.64
14270,0.0071,2287.95,26.19,2.95,232.28,3.34,2.436,14.28,2.25,0.027,0.00434,0.22496,736,7.99,215.96,7.142,3.92,104.6,84.51
14271,0.007,1343.48,18.46,12.5,197.47,5.32,3.47,6.018,7.45,3.30E-02,0.00493,0.14355,644,7.73,219.965,11.551,7.58,43.6,39.64
14272,0.001,2308.35,33.14,4.66,255.49,2.58,1.849,10.8,3.397,1.70E-02,0.00532,0.30082,618,8.18,96.28,6.201,6.41,55,29.16
14273,0.0089,2622.8,52.41,72.55,646.5,4.71,3.717,14.22,54.21,0.023,0.00482,0.02205,726,8.24,105.0338,5.299,77.46,28.4,27.98
14274,0.0076,2242.66,27.21,4.99,241.95,2.55,1.843,12.42,4.754,2.80E-02,0.00303,0.1425,501,8.01,117.6088,12.118,7.46,46.6,37
14275,0,2724.66,39.71,5.29,294.16,2.09,1.883,11.67,3.179,0.01,0,0.33239,454,8.27,10.1794,3.387,5.77,3.7,1.84
14276,0.0048,2412.4,47.09,92.86,646.5,4.02,4.179,11.08,67.49,1.10E-02,0,0.00044,229,8.55,84.9131,5.682,53.76,4.6,7.83
14277,0.049,353.39,6.272,4.19,73.98,3.25,2.813,1.767,2.922,0.024,0.00097,0.12667,655,7.19,134.5106,7.984,6.14,10.4,8.55
14278,0.1904,408.62,11.06,6.01,170.03,18.96,2.349,2.469,9.338,1.821,0.03563,1.82734,7356,6.47,168.0831,9.569,32.35,135.7,41.1
14279,0.0027,130.12,1.149,1.12,22.45,0.51,0.764,0.931,1.266,1.30E-02,0,0.03972,76,7.04,15.7006,7.531,1.64,0,3.94
14280,,378.6,4.414,5.75,75.05,7.23,1.747,1.833,6.052,5.30E-02,0.00248,0.03113,385,7.38,50.1988,28.867,4.57,13.8,17.22
14281,0.0029,1045.22,11.31,1.45,120.09,6.19,1.864,4.763,5.35,0.124,0.0058,0.01317,1399,7.47,468.164,6.466,3.9,60.3,121.95
14283,,326.05,4.204,10.55,76.85,4.18,2.099,1.585,5.938,6.70E-02,0,0.02673,419,6.65,84.3863,24.93,1.3,37.2,23.53
14284,0.0097,1408.91,23.84,6.49,188.58,8.65,4.353,2.798,6.894,7.60E-02,0,0.09855,1175,7.84,185.1556,5.211,6.62,95.6,64.55
14285,0.005,5235.35,52.41,2.33,522.2,0.14,5.954,18.12,15.58,8.635,0,0.02189,17325,7.87,186.4263,25.617,6.11,63.5,51.83
14286,0.0092,2848.93,36.13,3.31,294.16,0.57,0.807,14.35,1.939,0.01,0,0.46491,573,7.85,36.4163,10.204,2.69,2.6,1.12
14287,0.005,4258.85,63.02,59.1,638.99,4.96,3.042,22.17,41.26,1.50E-02,0,0.3,796,8.72,127.9038,17.554,35.69,6,5.47
14288,0.0069,3694.8,52.58,42.71,543.51,10.18,4.776,16.72,22.31,4.16,0.25131,0.20742,9075,8.2,160.0738,7.232,19.99,23.3,10.58
14289,0.0254,1019.06,12.75,13.55,155.99,3.58,2.106,5.19,11.35,4.80E-02,0.01882,0.88851,1359,7.86,146.84,25.603,3.57,5.5,12.35
14290,0,3712.99,81.82,8.51,424.7,0.75,1.226,1.941,5.622,3.00E-03,0,6.31053,5850,8.17,45.7163,13.829,1.82,4.5,3.56
14291,0.0112,139.79,1.731,2.54,33.96,2.47,1.314,1.391,2.253,2.10E-02,0.00294,0.0541,386,6.86,58.06,7.838,3.23,41.6,9.28
14292,0.0058,586.03,4.227,5.75,94.6,2.91,2.206,3.265,6.362,2.10E-02,0.00427,0.0085,358,7.35,62.305,7.618,4.78,11.9,15.07
14293,0.0203,311.98,2.959,4.24,63.58,5.14,4.159,1.661,3.772,3.40E-02,0.00462,0.16431,1185,7.39,328.9913,6.783,3.77,21.4,14.07
14294,0,3747.52,57.03,7.09,400.52,5.4,3.224,12.74,4.937,0.163,0,0.00873,851,7.89,389.1369,30.102,12.87,67.5,36.47
14295,0.0129,1127.15,9.451,3.1,161.31,4.12,2.699,6.185,8.872,0.373,0,0.08372,1000,7.48,43.6456,7.161,11.98,16.6,22.45
14296,0.0014,1244.54,16.91,25.1,269.02,9.85,6.984,9.611,12.7,0.656,0.01006,0.03321,3881,7.23,388.5125,12.411,23.29,427.2,536.12
14297,0.0065,1664.57,20.13,10.38,242.92,12.67,6.318,11.81,6.482,7.40E-02,0.03356,1.43352,3878,7.83,359.3781,11.424,10.69,102.8,262.65
14298,0.0178,1134.33,9.253,7.6,171.47,5.78,3.879,5.589,15.7,2.50E-02,0,0.0319,551,7.33,79.5744,7.795,13.2,30.3,13.41
14299,0.2201,98.07,19.62,265.15,870.72,25.96,4.697,5.822,139.1,9.70E-02,0,0.1095,954,5.74,48.52,9.486,2.46,13,17.86
14300,0.001,546.82,9.456,2.9,79.14,1.34,1.451,1.743,1.99,0.016,0.00147,0.24457,343,7.5,31.8438,8.63,3.96,0.2,0.98
14315,0,3890.79,60.28,18.58,509.2,1.98,1.317,22.91,11.37,0.016,0,5.32261,5375,8.31,170.6813,13.997,22.53,30.4,15.28
14316,0,4186.14,72.81,20.74,552.67,1.65,1.127,23.21,8.96,9.00E-03,0,5.8796,5959,8.25,36.5963,7.406,35.79,5.6,1.49
14317,0,2710.79,57.63,38.17,788.74,3.85,5.016,47.41,31.34,0.047,0,0.41783,3024,8.35,346.4963,2.185,225.22,132.1,57.91
14318,0,3698.39,77.61,51.03,927.02,3.68,6.33,47.99,40.39,1.50E-02,0,2.12816,4758,8.21,401.0969,17.691,234.75,68.7,14.08
14319,0,3842.57,60.6,17.89,493.4,3.13,2.899,21.17,10.33,3.20E-02,0,4.14996,4588,8.14,330.7613,16.873,29.55,147.4,21.08
14320,0,2978.27,39.05,19.74,392.79,5.66,2.438,20.59,12.81,0.024,0,0.31936,1023,8.36,131.4663,7.04,24.13,44.6,20.03
14321,0.005,3057.89,64.62,29.93,733.42,4.71,2.714,48.26,19.68,1.80E-02,0.00473,1.29534,3856,8.54,294.0338,20.835,191.95,84.7,71.5
14322,0,4361.6,72.29,19.79,548.71,1.6,0.868,24.14,8.522,0.014,0,5.86525,6656,8.25,63.7931,8.653,27.16,29,9.88
14323,0,2702.43,36.38,19.28,379.25,6.22,2.684,17.76,13.06,4.20E-02,0.00294,0.38805,1009,8.33,187.2306,10.596,26.2,13.5,10.14
14325,0,4282.14,73.27,23.96,705.77,2.36,2.381,37.54,14.35,0.016,0,2.06697,2390,8.32,52.853,13.41,109.51,17,7.46
14326,0,3534.02,49.69,24.37,454.88,4.17,2.671,25.18,13.67,4.10E-02,0.00383,1.818,2560,8.4,235.4613,5.151,28.21,76.4,38.44
14327,0,5307.35,75.56,16.94,595.14,1.6,2.152,31.21,7.781,8.00E-03,0,6.09736,6325,8.21,138.5613,14.717,23.43,28.1,3.59
14328,0,2995.69,51.45,30.46,609.96,3.73,3.293,33.28,24.94,0.014,0,0,1488,8.15,215.3375,7.694,116.49,76,41.71
14329,0,4810.19,80.5,24.43,630.7,2.47,2.15,28.49,13.45,1.70E-02,0,2.18113,675,8.46,188.145,15.352,52.27,16,3.84
14330,0.0051,3360.97,60.49,19.13,486.91,2.19,2.165,20.79,6.171,1.10E-02,0,5.98198,5856,8.21,21.7575,2.412,25.47,6.8,2.42
14331,0,5948.55,89,21.91,687.99,2.11,3.845,31.96,16.41,0.014,0,6.14795,6466,8.48,378.6113,18.2,39.5,25.8,13.93
14332,0,6296.48,93.86,24.37,754.17,2.14,4.366,32.33,18.81,7.00E-03,0,6.7129,7219,8.38,503.4331,21.246,42.87,22.4,6.42
14333,0.005,4425.33,69.37,20.53,566.49,2.33,1.705,34.74,10.81,1.50E-02,0,2.94335,3844,8.37,255.72,17.105,40.31,116.4,32.38
14334,0,3215.25,61.13,29.45,557.6,3.89,4.399,21.2,21.6,9.00E-03,0,1.54111,1873,8.12,201.1888,8.262,85.64,39.8,12.94
14335,0,3916.42,71.69,18.2,486.49,2,1.907,18.03,7.746,8.00E-03,0,5.90231,6100,8.18,96.8525,12.716,23.09,9.7,2.72
14336,0.005,3830.65,59.3,19.63,511.18,2,1.28,25.99,11.48,0.019,0,6.39179,6106,8.25,150.4325,13.369,21.68,29.1,12.05
14337,0.0113,1892.01,43.17,36.42,476.72,2.92,3.776,14.58,25.09,0.26,0.04003,0.93734,1562,8.06,72.3063,1.704,76.98,6.6,7.71
14338,0.0079,2372.46,50.63,30.84,484.53,2.89,3.213,16.36,24.08,0.121,0.02199,0.47993,1111,8.14,63.175,0.322,72.94,14.7,8.33
14339,0.0131,2068.91,46.49,30.43,462.35,2.96,3.492,13.68,24.53,6.10E-02,0.03663,0.87526,1432,8.14,67.7175,0.403,73.93,24.6,12.34
14340,8.20E-03,2120.77,44.09,30.79,476.29,2.81,3.757,15.95,25.21,2.80E-02,2.91E-02,0.8936,1454,8.23,74.1569,2.46,76.96,15.8,11.55
14341,0.0069,1574.6,30.54,19.77,305.66,2.49,2.594,9.017,15.42,7.00E-03,0,0.47442,894,7.97,84.91,3.923,37.27,18.4,11.53
14342,0.0126,1797.13,46.46,32.24,455.61,2.81,3.376,13.61,24.33,3.50E-02,0.06324,0.90343,1311,8.09,45.035,1.859,78.36,5.6,5.66
14343,0.0011,2972.99,43.27,1.93,314.44,1.11,6.661,6.891,9.003,1.70E-02,0,1.0137,1243,8.15,122.0938,59.638,5.84,2.7,0.86
14344,0.005,6345.74,185.9,31.11,1359.33,4.45,21.41,29.9,67.71,0.148,0,7.35241,8225,8.19,481.1013,37.178,334.62,3.6,3.47
14345,0.0033,3925.23,57.05,9.94,536.76,6.95,12.39,15.3,23.51,0.702,0.1099,5.12339,7394,8.17,473.3319,22.173,43.21,129.6,136.83
14346,0,3709.03,63.14,23.68,587.85,4.04,9.833,11.85,37.5,7.40E-02,0,4.30302,5088,7.95,1009.775,31.316,59.36,601,174.89
14347,0.005,4527.31,84.48,67.38,864.1,4.52,13.53,15.59,69.76,8.80E-02,0,6.19391,7488,8.14,1727.875,35.399,95.22,463.3,260.48
14348,0.0055,4445.61,79.93,36.8,965.21,3.6,18.6,25.45,74.01,1.10E-02,0,1.48412,2088,8.58,202.1913,27.22,209.53,27.8,8.09
14349,0.011,3961.51,57.7,21.81,598.75,5.78,11.14,15.68,35.38,0.444,0.10355,4.68501,7444,8.06,1234.444,19.379,58.74,1074.4,2465.27
14350,0.005,2419.79,35.85,1.76,267.85,3.9,6.872,4.601,9.719,7.00E-03,0.00449,0,924,8.51,318.695,47.896,15.48,118.5,87.88
14351,0.0049,3850.84,63.25,14.76,465.74,3.55,10.37,10.49,21.33,2.20E-02,0,0.57302,846,8.59,288.8,26.238,31.96,27.6,12.18
14352,0.0117,1433.12,22.09,4.73,251.86,10.21,14.72,6.351,7.936,0.523,0.16657,2.27886,5144,7.38,974.719,16.301,28.81,330,633.1
14353,0.005,6210.6,147.9,222.37,1897.36,9,42.11,31.87,190,0.133,0,34.1865,34450,8.28,5637.138,43.747,193.09,39.9,19.04
14354,0.005,7082.16,101.8,5.79,727.72,4.85,14.57,20.43,18.94,0.313,0,1.3516,2728,8.24,532.9338,42.942,23.56,154.9,88.95
14355,0.005,6740.05,96.5,7.43,763.25,2.25,2.214,26.18,25.65,4.80E-02,0,10.60547,10575,8.29,553.5813,27.767,24.72,314.1,26.26
14356,0.005,4998.1,93.77,10.23,737.77,2.5,6.955,25.41,29.73,9.00E-03,0,8.27573,8838,8.36,298.8763,36.615,109.18,87.5,64.71
14357,0.005,3262.41,60.73,14.18,745.91,4.03,6.799,23.52,59.3,1.70E-02,0,0.52565,1143,8.35,111.815,9.773,185.36,71.1,9.25
14358,0.0046,3499.22,67.45,14.91,804.54,3.98,6.786,25.47,64.7,1.50E-02,0,0.4408,1090,8.38,203.6588,11.318,198.85,62.8,40.26
14359,,3123.71,56.82,32.95,833.6,3.79,14.19,21.51,79.77,0.01,0.00512,0.17836,2433,8.53,425.2975,18.275,203.37,218.1,5.13
14360,0.005,4269.33,81.99,32.5,909.96,3.37,15.9,27.16,75.68,0.01,0,3.83726,4450,8.56,121.4788,24.631,198.39,11.2,1.59
14361,0.008,2893.23,40.65,8.89,358.67,5.2,8.165,7.18,17.1,1.80E-02,0,0.04279,1699,8.25,682.491,37.555,16.74,173.3,111.34
14362,0.0032,3514.16,49.88,38.42,977.89,12.07,15.66,28.42,114.7,2.80E-02,0,0,2633,8.55,241.2113,10.059,263.11,71.5,19.39
14363,5.00E-04,5865.78,90.18,26.72,696.97,7.76,19.85,17.45,26.62,0.122,0,1.5944,2153,8.22,684.609,48.903,32.7,176.1,43.8
14364,,,,,,,,,,,,,,,,,,,
14365,0.005,3006.17,38.9,13.6,387.95,6.81,17.94,9.074,22.82,4.00E-02,0.00651,0.629,1139,8.23,571.338,17.596,20.12,10.6,11.33
14366,2.00E-04,2508.47,36.27,2.38,272.89,2.19,6.713,6.048,8.589,6.00E-03,0,0.57103,1312,8.37,357.4631,51.808,9.68,75.5,16.08
14367,0.0045,4522.24,62.38,7.98,560.76,5.92,14.34,14.9,27.34,0.114,0,0.66304,1866,8.11,587.6988,21.996,40.66,189,113.86
14368,0.0015,6190.43,93.69,59.41,918.13,32.2,50.96,22.36,38.64,0.172,0,7.80075,11650,8.05,1290.575,34.77,44.23,55.8,62.9
14369,0.0025,5416.95,103.3,27.3,695.89,3.58,6.441,10.8,37.28,3.00E-02,0,1.96347,2356,8.33,469.71,27.206,54.26,214.6,102.66
14370,0.005,5356.61,116.4,16.46,973,6.73,13.76,34.35,44.29,0.014,0,0.62584,1279,8.44,197.0688,23.764,232.53,56.5,38.11
14371,0.005,3917.28,59.88,3.62,496.32,2.22,3.136,16.19,17.35,5.88E-02,0.02249,8.51855,9050,8.26,456.6156,30.074,18.25,220,98.38
14372,0,2665.8,52.72,10.99,559.58,5.28,3.587,17.31,41.9,6.00E-03,0,0.00038,438,8.27,81.575,7.045,140.04,40.6,9.94
14373,0,4772.04,62.39,3.61,534.89,3.39,10.1,12.32,30.06,5.00E-03,0,1.77741,2332,7.87,342.8581,26.957,30.15,31.3,17.53
14374,0,4696.24,55.37,7.97,522.04,3.24,13.32,17.02,23.67,8.00E-03,0,0.00348,683,7.94,234.2494,46.113,26.27,9,1.91
14375,5.00E-04,3882.18,61.1,21.6,611.93,8.28,20.86,13.57,34.07,0.188,0,0.13631,1444,7.73,1350.725,33.261,79.36,31.2,23.03
14376,0.0058,3628.57,45.38,5.51,425.66,3.56,14.29,15.49,17.84,2.90E-02,0,0.42638,871,8.09,103.5075,42.76,31.53,20.1,17.53
14377,6.00E-04,2028.28,27.01,0.85,210.04,3.48,6.931,4.491,7.799,0.14,0,0.48283,1539,7.91,490.8375,67.838,2.65,224.5,27.91
14378,0.0023,505.65,3.91,1.46,59.61,0.27,1.056,1.849,4.346,0,0,0.00037,0,7.76,82.8775,26.861,0.78,0.2,0.68
14379,0,902.9,10.27,2.19,108.67,0.4,0.217,5.25,2.87,6.00E-03,0,0.01025,0,7.42,20.8469,10.521,4.24,0.7,0.01
14380,0.005,897.1,5.269,1.33,96.98,0.46,1.429,4.643,8.011,1.10E-02,0,0.02364,1,8.03,131.8763,36.301,0.66,0,0.13
14381,0.0043,1093.29,7.439,1.96,121.36,0.97,1.787,5.139,10.69,0.012,0.00436,0.027,43,8.28,72.6138,27.155,1.83,5.7,3.18
14382,0.0046,534.61,5.007,1.63,65.76,0.48,1.087,1.804,4.7,0.001,0,0.00118,0,7.74,92.85,29.389,1.66,1.4,0.31
14383,5.00E-04,2819.26,439.7,48.29,2315.18,4.3,3.766,91.36,60.01,6.10E-02,0.25854,0.84233,1406,8,49.4131,28.857,1261.46,46.1,16.66
14384,0,2271.5,426.9,2662.77,9944.17,3.87,10.3,127.3,1663,0.014,0,0.15129,1061,8.25,196.3844,5.981,1348.32,53.6,11.16
14385,,11902.81,69.04,127.14,1568.14,7.34,8.58,98.38,105.4,0.204,0,0.46946,2111,8.38,769.313,33.876,103.39,80.1,21.71
14386,0.0042,1962.73,25.89,8.42,271.12,9.42,7.451,9.158,11.85,1.44,0.02976,0.07062,1983,7.74,235.2313,9.422,20.92,48.8,31.8
14387,0.0098,4030.08,68.7,143.11,1134.45,6.33,9.246,27.73,116.8,4.30E-02,0.03058,2.08132,3431,8.93,1205.025,9.144,130.77,55.6,24.14
14388,0.0039,4967.63,122.5,1324.79,4894.4,3.92,15.03,44.65,799.8,1.80E-02,0,0.08252,601,8.75,398.0038,18.147,222.05,7.9,3.81
14389,0,3012.6,58.03,83.03,779.85,4.74,5.859,21.36,73.44,0.031,0.17552,2.98542,3793,8.27,1239.894,13.256,111.42,50.4,49.65
14390,0.0089,2790.56,44.23,37.8,463.88,2.13,2.666,11.86,27.92,4.00E-03,0,0.00588,326,8.28,40.1531,10.667,19.36,1845.9,20.45
14391,0.005,2971.8,97.04,5.52,633.22,4.16,3.967,17.82,9.919,0.01,0,0.00274,484,8.27,54.0563,6.343,171.18,9.7,8.28
14392,0,2816.84,45.64,268.24,1196.68,5.59,4.818,21.11,190.1,4.00E-02,0,0.02026,652,7.94,96.6213,7.468,41.24,78.1,35.38
14415,3.00E-04,3811.47,84.23,650.76,2850.01,3.51,7.229,32.35,385.6,0.012,0,0.24759,1489,8.49,348.195,10.715,226.68,74.5,56.88
14416,0,3396.91,52.7,28.63,505.25,3.91,4.715,15.27,30.11,2.80E-02,0,1.52427,1903,8.25,285.7188,14.84,42.95,37.7,66.34
14417,0,2771.36,181.6,3419.76,11247.02,3.28,6.832,60.76,2437,0.01,0,0.60142,608,8.43,79.9675,8.493,663.07,35.7,11.09
14418,0.0027,1797.56,32.16,6.52,239.05,3.41,3.092,5.278,6.697,0.016,0,0.25991,657,8.06,125.9719,6.144,17.67,36.2,28.98
14419,0,3729,558.8,49.82,2483.44,2.63,1.945,100.6,59.48,0.023,0,1.85773,2083,8.11,125.37,52.294,1369.4,19.4,7.46
14420,0.005,1704.82,238.6,1273.88,5603.99,5.19,8.035,111.9,908.4,1.80E-02,0,0.04748,1320,8.3,106.1738,3.827,883.71,35.2,25.01
14421,0.0121,2064.79,20.61,6.62,234.43,6.83,2.398,10.04,10.91,0.126,0,0.01296,1069,8.2,81.42,30.646,2.14,10.2,5.09
14422,0.005,5714.07,101.8,169.43,1517.23,7.55,7.042,44.76,183.6,0.024,0,0,1312,7.96,260.3113,16.946,246.8,109,22.42
14423,0.0041,2820.08,82.54,539.58,2620.64,3.09,5.159,53.14,372.9,0.01,0,0.0133,222,8.4,4.56,16.437,306.91,2.1,0.74
14424,0.005,3296.98,47.53,127.29,920.6,5.93,6.553,23.39,97.26,0.014,0,0,1438,8.47,343.8038,7.711,95.12,65.6,30.71
14425,0.005,3986.79,236.1,57.65,2068.25,4.67,5.921,132.7,87.05,2.20E-02,0,0.30156,814,8.25,61.489,18.09,958.23,16,4.77
14426,0.0351,261.04,1.654,2.68,47.46,4.09,1.809,1.773,3.744,1.70E-02,0,0.00137,365,7.24,62.5175,5.499,2.85,12,18.06
14427,0,2857.99,114.5,1842.99,6616.59,4.68,7.072,43.76,1270,0.014,0,0.15339,1146,8.68,228.7294,11.676,405.68,86,76.36
14428,,2078.36,33.07,64.84,523.92,10.16,8.738,9.835,48.17,0.124,0.06742,0.92155,2173,8.05,603.3938,14.536,35.39,153.6,34.02
14429,0.0075,4333.56,48.24,9.95,501.88,2.96,4.548,24.84,22.53,3.00E-02,0,0.00066,368,8.12,17.9113,30.775,29.94,1,1.35
14430,0.005,1997.28,91.37,63.71,1113.03,4.64,4.957,50.75,68.44,7.00E-03,0,0,1184,8.36,146.6475,6.768,373.61,49,40.06
14431,0,2875.95,76.73,194.12,1254.96,4.01,5.279,27.42,136.7,1.80E-02,0,0.00562,554,8.43,95.6813,6.026,174.8,12.9,13.42
14432,0.005,2420.47,225.8,279.58,2558.71,3.98,5.013,78.38,208.8,1.50E-02,0,0.07426,514,8.23,19.3888,21.007,871.29,8.1,4.76
14433,0,2475.77,28.86,44.06,419.86,5.25,4.481,15.31,35.84,9.00E-03,0.00084,0.04396,901,8.32,317.6138,6.654,24.82,113.7,104.96
14434,0.005,4268.64,75.5,181.39,1290.89,6.22,7.905,37.68,145.9,5.10E-02,0,0.21535,1759,8.72,1251.088,10.014,173.52,14.5,7.4
14435,0.005,2562.18,136.1,488.24,2794.62,3.09,5.906,69.03,334.3,0.019,0,0.04091,449,8.32,10.1938,17.617,569.75,2.7,3.58
14436,0.0075,2443.19,64.99,29.17,658.36,4.49,5.962,20.07,33.1,2.60E-02,0.11255,1.16118,2365,8.29,528.2994,10.833,165.82,414.4,370.88
14437,0,4919.88,375.7,3075.81,11650.1,3.75,14.87,106.8,2097,4.30E-02,0,1.50662,3300,8.12,1518.45,9.89,1347.09,2816.4,8381
14438,0.0217,3012.47,71.75,157.17,1148.28,6.17,6.339,23.92,125.6,0.012,0,0.00074,864,8.06,114.4038,6.212,170.56,24.6,20.2
14439,0.005,5430.92,208.3,78.23,2007.02,6.75,6.363,120.7,112.8,0.039,0,0.26827,1026,8.34,157.18,11.132,805.89,19.4,3.76
14440,0,2385.14,408.7,2437.98,9222.94,3.86,9.58,127.3,1781,1.10E-02,0.11252,0.10294,927,8.16,139.8631,5.236,1279.03,50.3,13.52
14441,0,4891.93,80.82,697.5,3057.74,3.6,4.612,41.65,518.4,5.00E-03,0,0.35537,871,8.51,188.9888,11.605,258.55,27.7,23.55
14442,0.0148,835.3,10.22,10.16,195.54,4.8,4.622,7.413,17.36,3.60E-02,0.00944,0.32451,1021,7.78,128.245,6.589,30.88,37.5,67.52
14443,0.005,2494.33,235.7,96.84,1872.84,4.32,6.027,120.6,116.5,1.10E-02,0,0,1563,8.3,146.3825,13.3,805.83,53.2,39.83
14444,0.0105,126.84,1.005,1.64,24.7,0.78,1.012,0.96,2.191,1.30E-02,0,0.07631,201,7.18,15.0425,7.79,1.97,1.6,2.22
14445,0.0251,1515.39,33.96,6.54,362.86,6.36,5.198,7.312,27.6,0.014,0.00044,0.05818,679,8.04,131.3,21.574,86.11,38.4,15.3
14446,0.0037,1396.32,28.54,1.66,221.94,3.64,1.883,4.838,7.719,6.00E-03,0.00098,0.02518,240,8.21,47.4775,14.84,34.7,16,21.9
14447,0.005,1632.3,616.1,667.05,5027.28,2.2,7.864,81.05,441.2,0.01,0,0.00297,199,7.6,14.2488,11.703,1986.22,14.2,7.35
14448,0.005,2621.37,212.9,139.7,2759.91,1.83,2.379,76.36,108.9,1.10E-02,0.00631,0.15985,457,8.13,31.965,12.731,1381.58,19.4,3.06
14458,0.0309,312.14,4.189,2.52,56.84,9.51,3.044,1.506,2.979,5.70E-02,0.00341,0.07691,854,7.06,384.0394,9.357,3.69,383.5,79.4
14489,0.0043,3353.11,27.12,99.44,897.19,7.33,7.256,32.74,100.4,0.02,0,0,2005,9.06,331.0213,9.49,123.71,27,11.53
14499,0.0078,3035.56,49.43,15.81,602.79,2.86,2.032,26.94,34.98,7.00E-03,0,0,308,8.45,19.2313,7.471,131.65,14.8,8.72
14500,0.0126,1606.49,29.14,6.07,249.62,4.32,3.324,4.992,13.46,8.00E-03,0.00082,0.20621,669,8.1,253.93,18.837,32.28,179.4,74.48
14501,0.0128,1864.1,33.28,9.89,319.85,3.87,3.881,5.615,20.65,0.012,0.00294,0.32566,789,8.17,276.8338,19.303,46.43,129.2,73.47
14502,0.0057,3920.71,100.9,26.68,757.58,1.6,1.323,28.67,21.74,5.00E-03,0,0.23887,606,8.24,63.8969,10.748,169.22,104.9,35.79
14504,0.005,2724.93,39.19,18.56,404.43,8.36,3.125,20.75,13.84,0.189,0.0164,0.5033,1398,8.14,99.1925,3.315,38.54,2.1,1.41
14505,0.0058,1691.63,23.66,20.91,286.55,0.4,1.439,2.803,31.08,0.023,0.00267,0.19469,364,8.26,27.8463,44.228,13.91,13.3,3.15
14506,0.0082,1891.28,42.01,4.81,426.89,3.1,2.733,7.863,32.45,3.70E-02,0,0.08436,351,8.31,35.1075,10.22,105.32,38.8,7.78
14507,0.0026,1580.01,28.65,2.68,252.76,2.92,2.235,5.579,12.82,0.01,0.00139,0.0807,325,7.96,161.5913,10.979,40.22,274.7,38.35
14508,0.005,1842.43,616.7,370,3652.29,1.87,8.982,101.6,268,1.10E-02,0,0.0732,348,8.09,17.5525,13.615,1589.96,21.2,13.81
14509,0.0144,1501.45,28.08,3.85,227.42,4.29,2.726,4.969,11.23,7.00E-03,0,0.07559,439,8.08,116.8356,17.227,31.17,72.9,56.91
14510,0.0041,4084.83,58.45,52.08,683.71,3.27,8.854,11.27,63.83,0.01,0.00158,0.33642,1011,8.29,525.6919,18.509,107.22,450.8,373.18
14511,3.00E-04,4982.7,633.4,1695.47,7724.66,2.48,1.086,104,974.4,0.1,0.30243,2.98312,3734,7.93,71.15,16.415,1618.89,21.8,6.5
14512,6.00E-04,3952.64,42.34,5.58,401.6,1.11,1.085,10.47,30.16,8.00E-03,0,0.00381,145,8.29,97.2238,26.901,6.8,16,9.12
14513,0.0083,1672.41,29.77,6.78,258.79,4.03,3.039,4.913,13.95,0.014,0.00143,0.30275,685,8.07,282.4919,19.208,34.1,172.9,95.11
14514,0.0226,1181.51,13.27,5.43,167.62,1.38,1.525,2.805,15.02,6.00E-03,0,0,94,7.98,48.3769,34.677,9.58,4.5,2.16
14515,0.0069,1787.74,34.96,3.16,354.45,3.05,2.456,6.834,26.05,7.00E-03,0,0.01055,247,8.15,19.5925,10.555,77.67,21.2,6.54
14516,0.005,2248.6,491.8,121.95,2529.58,1.53,1.974,70.82,56.08,0.016,0.19882,0.12841,345,7.94,9.9263,11.392,1308.15,3,2.55
14517,0.005,1726.49,659.1,1309.53,6683.54,3.97,13.99,151.3,764.6,4.90E-02,0,0.01675,590,7.97,23.1281,10.3,1828.34,9.6,7.61
14518,0.0026,2281.15,28.67,13.12,318.85,0.82,2.119,6.445,27.5,0.01,0,0.02529,109,7.98,58.8,37.712,20.17,5.9,1.01
14519,0.0072,928.9,17.47,1.09,140.86,4.28,1.4,3.081,4.596,7.00E-03,0,0.02944,269,7.96,68.815,13.721,17.93,18.5,18.15
14520,0.005,3060.7,53.01,39.36,628.6,3.52,7.138,10.48,53.27,7.00E-03,0,0.11168,399,8.42,84.6513,19.088,94.01,3.9,8.74
