UID,Al,ANC,Ca,Cl,cond,DOC,K,Mg,sodium,NH4,NO2,NO3,total.N,pH.lab,total.P,SIO2,SO4,TSS,turb
13905,0.015,287.97,3.823,0.31,41.58,5.07,1.344,1.242,1.541,7.00E-03,0,0.00096,293,7.13,138.5844,5.527,3.23,11.2,138.5
13906,0.005,308.98,3.045,2.61,46.99,2.04,1.059,1.47,3.44,0.012,0.00542,0.14636,298,7.41,40.835,9.829,1.46,1.2,5.15
13907,0.0058,2075.55,23.6,4.1,224.55,1.44,1.312,13.01,2.204,0.016,0.00047,0.05875,89,8.1,20.2781,9.607,2.74,1.8,1.92
13908,0.005,58.29,0.74,1.3,14.06,2.86,0.42,0.371,0.91,3.40E-02,0.0045,0.0254,236,6.36,43.8338,7.561,0.43,19.1,21.34
13909,,3508.36,142.7,33.51,1907.63,4.75,4.474,93.06,148.8,6.00E-03,0,0,384,8.32,78.7175,7.917,849.26,73,10.1
13910,0,4271.77,52.85,31.95,818.37,5.77,4.286,16.83,97.73,0.01,0,0,657,8.48,204.6344,11.837,160.22,142.6,110.64
13913,9.00E-04,239.29,2.112,7.36,66.45,1.04,1.124,0.671,8.391,7.60E-02,0.00266,0.8531,844,6.86,62.475,30.737,1.95,7.2,20.36
13914,0.0182,802.91,10.08,52.11,286.88,16.93,11.05,3.931,29.31,1.267,0,0.0265,5138,7.44,2165.05,14.526,3.29,112.4,22.42
13915,0.005,354.64,7.223,14.57,123.11,2.21,1.779,2.349,10.31,5.90E-02,0.00763,1.17893,1289,7.16,144.8513,29.77,9.66,5.3,21.03
13917,0.0095,338.98,5.381,8.43,100.88,2.58,1.343,3.234,14.39,3.20E-02,0.00793,1.75,2028,6.88,178.8338,20.518,8.13,9,7.81
13918,0.0086,838.4,14.65,22.17,186.36,6.26,4.141,6.004,8.686,4.10E-02,0.02094,1.36019,1700,7.35,137.8863,15.421,6.47,9.6,19.71
13920,0.0201,487.07,12.56,19.49,192.54,4.45,5.128,7.027,7.484,2.90E-02,0.00962,3.01608,3200,7.29,57.8875,13.39,19.15,0,1.04
13921,0.0023,2895.83,44.47,14.33,392.79,2.5,2.997,13.24,15.6,1.50E-02,0,0.17548,683,8.47,92.3094,14.607,32.73,8.6,6.21
13922,0.0283,241.98,2.829,0.1,27.6,1.55,0.491,0.506,1.712,1.30E-02,0,0,13,7.48,20.1775,11.654,0.54,0.7,0.72
13923,0.0034,1735.22,17.6,3.55,192.74,5.27,6.92,4.59,12.43,2.10E-02,0,0,418,8.06,94.7369,29.032,1.88,0.6,0.87
13924,0.001,2020.83,28.71,3.12,241.95,1.82,1.635,6.068,10.93,4.00E-03,0,0,108,8.23,44.1425,15.27,14.89,1.6,1.38
13926,0.0035,347.74,5.122,0.97,46.55,1.19,0.545,1.45,1.599,5.00E-03,0,0.02318,86,7.57,10.54,9.118,3.03,0.8,0.73
13928,0.0173,391.09,5.311,0.42,47.93,1.87,0.543,0.641,3.03,3.00E-03,0,0.01057,898,7.62,31.8156,10.995,0.84,2.8,1.36
13929,0.0071,440.8,6.236,0.11,47.87,1.15,0.558,1.074,1.822,0.01,0,0.00231,28,7.62,25.6763,12.306,0.68,0,0.25
13930,0.0052,1213.92,17.61,1.4,148.41,1.35,1.058,3.367,6.544,8.00E-03,0,0.00058,53,8.09,34.155,14.837,7.28,2.7,1.74
13931,0.0147,270.1,3.09,0.48,32.62,2.52,0.67,0.648,2.398,0.01,0,0.00599,208,7.51,35.6744,9.51,0.44,0.2,1.54
13932,0,3857.95,51.38,9.51,459.82,3.86,3.653,16.89,25.89,8.00E-03,0,0.00954,319,8.16,132.19,28.262,38.44,5.4,1.92
13933,0.002,1224.17,20.03,0.81,149.5,1.23,0.647,2.537,5.215,0.002,0,0,47,8.11,29.415,13.311,8.22,2.6,0.7
13934,0.0043,1018.17,14.75,1.01,121.36,1.31,0.912,2.413,4.954,0.002,0,0.00059,39,7.88,30.855,14.283,5.81,2.5,1.31
13936,0.0446,46.92,0.877,0.05,8.7,1.24,0.06,0.12,0.683,3.00E-03,0,0.03446,73,6.51,9.8875,6.132,0.42,0.6,0.02
13937,0.0593,490.6,4.77,0.36,55.05,5.1,1.662,1.093,5.277,1.30E-02,0,0.01095,86,7.55,96.575,35.252,0.33,0.1,2.15
13938,0.0022,3009.23,47.13,23.43,438.23,4.42,3.371,13.96,20.36,0.019,0.00267,1.38041,1856,7.97,297.5975,16.023,28.14,3.2,9.7
13939,6.00E-04,3211.63,50.47,10.26,468.71,5.36,7.026,21.29,10.55,0.016,0,0.2427,693,8.15,133.0969,10.536,61.62,14.1,18.01
13940,0.1115,6021.16,79.85,28.47,748.24,2.05,1.425,40.44,10.38,5.30E-02,0,8.30724,8238,8.15,170.6263,15.403,26.74,51.5,27.24
13941,0.0224,470.24,6.844,0.23,55.86,1.46,0.53,0.872,3.003,8.00E-03,0,0,66,7.7,10.1563,14.204,1.4,0,0.56
13942,,,,,,,,,,,,,,,,,,,
13943,8.00E-04,2275.51,33.21,3.71,275.79,1.88,1.916,8.043,12.04,1.80E-02,0,0,186,8.05,59.425,17.794,17.38,11.6,7.18
13944,0.0079,5953.54,54.48,8.17,958.88,4.98,2.948,51.58,87.8,0.019,0,0,564,8.54,244,12.849,220.16,249.8,300.47
13945,0.0196,1392.8,24.95,29.64,282.28,6.41,1.76,6.412,19.87,1.30E-02,0,0.16596,520,7.97,40.805,19.681,14.41,13.1,6.59
13946,0.0071,1637.79,23.41,5.55,195.3,3.84,2.696,3.903,9.416,1.30E-02,0,0.01443,316,8.11,370.1775,49.112,4.56,54.9,13.08
13947,0,2973.57,41.27,0.53,309.63,4.97,1.865,6.931,14.19,0.014,0,0.00483,208,8.2,27.9281,12.862,28.32,9.2,1.75
13948,0.005,5159.42,128.3,31.98,960.19,5.6,5.664,10.98,50.79,0.312,0,0.65575,1593,8.11,285.5763,38.127,188.75,31.9,26.22
13949,0.005,3385.39,59.96,16.98,651.1,3.74,7.378,22.54,48.96,0.02,0.01816,1.9,2922,8.18,829.775,13.527,141.59,639.9,296.13
13950,0.0028,3593.52,81.25,589.26,2556.14,2.56,6.237,23.34,393.2,7.00E-03,0,2.60915,3470,8.27,127.7738,14.371,152.52,50.3,25.48
13951,0,4451.74,173.2,127.15,1495.58,7.63,14.69,28.38,114.7,8.00E-03,0,0.58507,1554,8.36,265.4363,20.781,375.04,101.4,53.57
13952,0.005,3374.45,61.35,15.8,634.89,3.64,6.546,19.53,43.55,1.50E-02,0.01577,2.4,3281,8.06,1123.188,13.76,132.58,1111.3,534.24
13953,0,2613.37,95.71,381.25,1728.58,5.01,11.82,20.26,268.8,1.10E-02,0,0.0064,1237,8.34,176.3925,19.174,207.28,79.9,66.01
13956,0.005,5616.49,102.4,12.65,684.01,2.68,3.208,22.32,14.9,7.00E-03,0,0.10826,1040,8.28,231.5338,9.062,77.29,97.8,51.88
13958,0.005,4903.24,78.88,3.05,509.27,1.23,2.044,13.16,9.768,6.00E-03,0,0.13274,256,8.17,45.5163,15.697,20.6,1.5,0.72
13959,5.00E-04,4138.07,68.59,53.41,692.93,2.97,2.956,23.7,44.01,4.30E-02,0,0.93222,1369,8.32,64.4013,15.292,67.58,2.4,3.36
13960,0,4455.87,349.1,191.4,4325.95,3.96,11.01,184.7,623.8,1.70E-02,0,1.44329,1779,8.16,25.695,17.091,2247.94,10.7,6.09
13963,0.0168,169.75,1.469,4.24,34.56,0.85,0.839,0.86,3.632,0.014,0,0.18663,302,6.6,46.7425,11.951,0.19,5,3.7
13964,0.0145,171.17,1.43,4.12,34.8,0.9,0.732,0.68,3.283,0.012,0.00053,0.16702,231,6.98,59.1463,12.021,0.2,3.3,4.49
13965,,156.63,1.252,3.75,31.39,1.09,0.904,0.67,3.056,1.80E-02,0,0.08169,198,6.79,38.6775,11.304,0.33,0.4,1.7
13966,0.0097,4728.23,46.7,23,567.7,6.76,3.888,11.23,59.78,4.10E-02,0,0.01587,2231,8.04,496.8113,12.954,23.44,29.9,9.27
13968,,1283.93,16.75,20.14,204.86,14.23,3.263,5.428,13.9,1.70E-02,0,0.00102,935,7.74,260.3325,6.748,1.17,7.1,7.66
13969,0.0206,1095.66,15.91,6.96,176.88,4.22,1.95,3.125,13.28,3.00E-03,0,0,350,7.96,60.5438,1.001,15.59,20,17.13
13970,0.003,1632.38,29.62,22.63,325.69,5.07,3.318,9.49,18.44,0.01,0,1.12961,1578,7.55,233.7863,6.098,35.95,111.7,90.71
13971,0.0026,554.6,6.055,10.95,100.05,1.92,1.638,2.148,10.03,0.01,0,0,211,7.59,57.0063,14.019,1.93,9.4,12.47
13972,0.0082,474.15,5.367,6.97,86.25,4.19,2.405,2.793,8.688,0.024,0.01796,0.1,739,7.32,211.5625,9.131,3.82,15,24.15
13973,0.005,2183.21,35.69,18.6,337.62,4.65,3.479,11.04,14.39,0.023,0,0.05124,834,7.87,68.9475,7.592,29.41,0,3.41
13974,0.0054,1269.5,35.92,74.03,527.63,6.29,4.192,11.22,55.22,9.00E-03,0,0.00047,541,7.61,84.6581,0.948,74.82,22.3,23.21
13976,0.005,1978.73,27.58,103.32,561.36,12.44,4.177,14.03,65.72,0.024,0,0.00151,848,7.84,149.1331,7.807,13.97,25.6,12.33
14043,0.005,2668.19,77.19,94.01,1088.62,2.34,4.936,27.79,100.2,0.001,0,0.32094,551,8.25,15.3925,6.846,250.5,3.3,1.53
14044,0.005,2658.14,78.61,92.54,1075.23,2.33,5.057,28.66,102.5,6.00E-03,0.00449,0.29228,551,8.28,17.5175,6.836,251.38,4.3,3.21
14045,0.005,3197.96,70.88,1087.61,3847.59,1.46,12.42,28.45,669.2,1.30E-02,0,0,206,8.37,38.5163,18.664,72.11,3.4,2.19
14046,0.005,3146.45,44.05,25.27,403.24,1.03,1.557,10.35,22.34,4.00E-03,0,0.02503,94,8.23,34.7838,16.862,9.35,1.8,0.67
14047,0.01,1746.06,16.49,1.76,180.93,2.61,3.42,7.435,8.932,1.10E-02,0,0.00471,409,8.34,171.3825,18.355,1.54,29.7,86.43
14049,0.0092,3363.34,40.5,3.84,338.01,1.36,1.144,18.24,6.547,9.00E-03,0,0.00128,139,8.44,4.7238,11.341,10.48,1.7,0.79
14050,0.005,5737.59,78.07,10.78,760.07,1.36,2.397,16.25,69.52,0.01,0,0.00085,243,8.18,82.2763,26.097,104.45,6.5,4.81
14051,0.005,4242.26,39.01,5.49,430.09,0.58,3.212,18.58,23.73,0.001,0,0.07017,121,8.3,130.67,52.898,7.51,3.7,1.84
14052,0.0034,2336.09,26.5,7.79,264.21,5.38,6.432,9.404,12.86,5.40E-02,0.01128,0.37064,1079,8.15,607.3938,50.147,4.95,211.5,223.18
14053,0,9032.15,146.9,42.01,1126.55,0.35,4.366,45.11,30.48,0,0,0.37867,437,7.21,47.8581,19.699,118.32,0,0.01
14054,2.00E-04,1478.79,13.83,4.12,174.56,2.89,1.948,7.185,10.33,4.00E-03,0,0.00172,312,8.17,102.77,19.805,6.71,2,2.28
14055,0.0011,1979.05,20.85,5.22,231.32,2.04,0.936,11.33,8.585,4.00E-03,0,0.01317,123,8.33,43.5325,11.253,9.76,3,2
14056,0,1295.59,9.468,1.77,143.86,0.56,0.28,11.02,2.271,0.001,0,0.00338,0,8.15,25.5675,13.805,4.16,0,0.01
14057,0,1337.97,7.347,2.51,144.15,0.46,0.221,12.83,2.611,8.00E-03,0,0.00329,0,8.23,26.6313,15.825,3.19,0.8,0.42
14058,0.0069,885.57,14.02,0.43,104.01,1.04,0.533,1.269,4.637,7.00E-03,0,0.00073,49,8.06,22.5756,12.531,3.52,2.6,0.25
14059,0.005,3323.09,53.53,39.08,560.72,3.83,3.455,23.37,21.32,3.70E-02,0.04668,4.95037,5375,8.12,405.3838,7.661,39.61,204.7,156.82
14060,0,4151.93,63.1,56.36,669.22,3.69,3.407,29.2,35.09,3.20E-02,0,1.94111,2573,8.35,300.5575,4.841,59.2,44.3,39.5
14063,0,3627.4,61.18,25.68,582.3,3.38,4.988,22.83,36.32,4.40E-02,0,1.52875,1974,8.37,220.2738,6.895,83.7,57.4,28.48
14064,0,3510.54,49.79,22.76,462.78,4.2,2.691,23.69,13,0.247,0.00629,1.903,2723,8.42,158.8613,4.965,27.44,12.8,12.42
14067,0.005,2603.04,37.9,15.88,368.26,6.98,2.931,17.39,10.5,0.1927,0.06514,1.43711,2186,8.01,153.0044,7.368,25.21,17.2,20.17
14068,0,3607.01,59.12,26.48,573.41,3.49,5.03,22.97,31.96,4.20E-02,0,1.55285,2001,8.38,217.9963,6.032,82,58.7,31.55
14078,0.0037,4655.56,50.93,24.91,525.09,6.01,4.642,20.15,25.4,1.10E-02,0,0,779,8.27,202.38,15.243,3.42,38.1,35.62
14080,0.0063,2037.45,31.84,489.08,2046.45,12.17,13.46,33.13,305,7.10E-02,0,0.05359,1500,7.9,980.175,7.594,52.2,14.7,12.67
14085,0.0015,3977.89,47.34,6.66,404.78,1.8,1.857,18.97,9.137,1.80E-02,0,0.0135,128,8.16,125.755,24.288,5.22,2.8,2.69
14088,0.0127,1190.51,21.98,8.17,215.38,6.83,2.018,6.081,8.133,8.30E-02,0,0.03153,323,7.66,133.1088,17.547,24.49,15.2,29.96
14089,0.0045,5530.64,85.99,15.74,608.97,6.7,1.523,24.36,8.136,4.40E-02,0,0.07121,601,8.02,153.4938,16.295,25.07,4,2.71
14090,0.005,2699.64,55.77,28.24,453.86,3.17,0.676,14.28,16.02,3.20E-02,0.00521,0.01274,260,8.26,29.7613,9.033,48.05,2.4,1.95
14091,0.005,4140.36,60.93,19.82,520.22,7.38,1.878,28.27,7.867,3.70E-02,0,0.2321,946,8.37,17.215,3.019,40.22,2.8,1.61
14093,0.005,2730.99,39.7,6.75,312.91,1.6,0.648,13.09,7.61,1.10E-02,0,0.01288,191,8.18,24.7325,7.079,14.86,2.9,1.46
14094,0.0047,4880.93,70.3,28.98,581.17,6.13,2.427,22.35,16.67,4.80E-02,0,0.45563,846,8.2,56.4,7.188,13.42,2,2.24
14095,0.0015,2459.17,27.98,0.59,240,17.15,1.955,12.51,4.859,0.019,0,0,848,8.05,96.7438,3.718,0.28,15,33
14097,0.0025,1539.35,26.64,7.51,216.81,1.75,0.903,7.855,4.479,0.016,0.00115,0.22258,394,8.72,1.8569,1.405,16.52,2.8,1.52
14098,0.0223,1658.59,36.89,166.48,796.64,5.94,4.732,8.078,109.8,8.60E-02,0.04042,1.96395,2883,7.87,292.605,5.013,28.72,28.4,19.88
14100,8.00E-04,2880.3,44.89,11.48,357.01,2.05,0.528,15,7.499,1.70E-02,0,0.03115,136,8.21,22.7938,8.98,20.37,1.9,1.71
14101,0.0136,3010.29,43.3,6.1,325.31,3.34,0.625,12.7,5.127,5.00E-03,0,0.05113,206,8.25,26.4838,9.076,8.33,3.5,4.5
14102,0.215,275.57,6.945,0.11,46.22,42.66,0.322,2.419,1.823,6.80E-02,0.00385,0.02479,1468,6.65,36.3,1.515,0.96,0.8,1.79
14103,0.005,2557.7,29.06,3.3,267.11,7.57,0.796,15.71,3.715,2.50E-02,0,0.00525,323,8.2,32.28,7.116,4.29,0.9,1.03
14104,0.0057,1825.9,37.28,8.4,294.78,4.14,4.107,9.428,4.95,0.014,0.00621,0.06818,603,7.94,79.6125,9.138,37.28,1.3,1.93
14105,0.0064,3498.28,58.83,13.15,437.98,2.8,0.841,15.58,9.238,6.00E-03,0,0.12089,362,8.39,21.846,7.902,25.07,2.2,2.77
14106,0.0068,3573.47,52.94,72,597.43,10.69,2.359,14.55,47.85,2.60E-02,0,0.00158,736,8.16,21.285,1.618,12.91,3.8,9.47
14107,0.0057,6421.8,106.4,151.72,1138.4,8.29,5.449,20.53,91.04,0.48,0,0.04785,1520,7.99,145.0775,12.172,29.5,8.6,9.61
14108,0.0297,1232,17.06,1.06,132.34,13.29,1.193,4.437,3.954,2.50E-02,0,0.00073,570,7.67,25.6513,5.762,0.84,2,1.78
14109,0.0135,521.16,6.851,0.67,66.33,4.14,1.074,2.506,1.264,7.00E-03,0.00228,0.08735,306,7.61,49.6025,10.657,3,1.9,0.2
14112,0.0071,3819.02,63.73,22.23,532.82,4.42,2.73,20.77,11.68,4.50E-02,0,1.89832,2369,8.09,28.0763,1.515,31.88,5,6.93
14114,0.156,218.45,5.385,0.06,29.09,26.52,0.13,1.115,0.45,3.70E-02,0,0.00846,817,6.64,32.6994,3.379,0.15,5.2,1.1
14116,0.0019,2139.66,39.21,6.17,291.26,18.71,0.698,12.59,3.05,3.70E-02,0,0.00457,881,7.87,36.6744,9.159,28.4,4,0.78
14117,0.0599,22.47,0.557,2.65,16.35,3.1,0.231,0.342,1.523,0.01,0,0.02325,110,6.29,21.5531,12.391,0.44,2.2,1.92
14118,0.0168,138.55,1.452,2.9,28.68,1.06,0.762,0.617,2.617,4.00E-03,0.00035,0.14868,259,6.82,66.9094,11.148,0.16,2.6,3.62
14119,0.0171,873.5,7.002,2.92,101.64,6.73,1.315,1.127,11.24,0.124,0,0,791,7.01,236.415,5.516,0.68,76,51.89
14120,0,1240.24,177.3,8868.87,26347.56,3.14,156.1,586,5291,8.70E-02,0,1.99781,367,7.31,29.7731,4.115,1255.23,8.2,3.03
14121,0.0158,812.21,15.13,2.01,110.65,7.53,2.043,1.648,2.281,0.027,0.00466,0.05372,473,7.55,53.7563,4.872,6.31,21.8,40.33
14122,0.0315,263.94,3.137,2.66,50.3,9.25,1.498,1.627,2.675,4.40E-02,0.00184,0.08535,568,7.11,85.735,12.74,3.65,0.6,11.23
14123,0.0065,1196.45,2.545,16.11,188.48,6.51,3.958,5.722,26.15,0.047,0,0.00524,454,7.6,128.8013,8.068,4.44,10.4,8.58
14124,0.0151,151.17,2.551,2.79,46.14,6.12,2.09,1.05,2.278,2.60E-02,0,0.07701,389,6.99,66.2775,12.52,5.62,6.6,14.18
14125,0.016,845.53,12.53,0.16,97.63,1.55,0.713,3.991,1.064,7.00E-03,0,0.00456,288,8.36,23.2738,5.142,5.21,1.2,0.65
14126,0.0013,1780.49,46.34,88.11,534.89,2.91,4.568,14.96,32.13,0.031,0.00566,0.75144,947,8.05,70.6044,7.145,34.02,2.4,1.37
14127,0.005,178.78,1.865,8.38,58.94,2.19,1.77,1.239,5.49,5.40E-02,0,0.04864,224,6.2,91.6563,10.053,3.44,25.3,38.38
14128,0.0078,3138.89,47.81,21.44,460.79,6.99,2.911,21.35,15.63,7.40E-02,0,0.91005,1839,8.42,207.135,13.55,37.13,4.5,11.08
14130,0.005,2501.93,25.97,11.6,392.27,10.76,2.932,22.54,13.72,0.02,0,0.08809,551,8.16,27.0525,4.089,54.15,2.4,2.64
14131,0.0168,1043.95,13.82,2.66,122.83,9.96,0.617,6.293,2.869,0.016,0,0.01308,371,7.96,35.9025,7.62,2.8,2.3,2.28
14132,0.005,2048.4,27.07,6.53,226.59,4.45,1.006,9.908,4.838,0.01,0.00528,0.03168,471,8.35,49.91,9.892,4.37,7.5,3.7
14133,0.005,3361.36,45.24,16.88,398.03,7.77,2.482,16.09,16.89,0.019,0.00449,0.14,878,8.47,80.0663,11.598,15.77,7,5.51
14134,0,3063.01,50.01,9.01,546.74,2.41,3.605,20,40.29,0.001,0,0.00805,184,8.3,19.29,6.486,123.23,1.7,3.43
14135,0.0154,80.53,1.393,5.4,35.81,4.47,0.458,0.512,4.124,7.00E-03,0,0.00068,220,6.62,16.0188,3.566,2.37,1,0.5
14136,0.0174,92.56,1.838,5.24,37.62,4.05,0.353,0.578,4.165,8.00E-03,0,0.00179,229,6.71,24.5963,4.229,2.26,4.2,0.46
14138,0.0558,252.33,4.223,4.92,49.29,5.9,0.38,0.796,4.281,9.00E-03,0,0.01643,205,7.29,22.8113,7.832,1.93,0.7,1.67
14139,0.0156,248.56,5.357,24.38,129.39,3.82,1.198,1.096,16.32,3.80E-02,0,0.21835,478,7.19,54.7619,7.576,4.18,0,1.76
14140,0.0723,85.8,1.703,9.76,51.98,6.55,0.351,0.577,7,0.01,0,0.00273,409,6.45,25.0863,4.804,2.05,1.4,0.79
14141,0.0518,103.41,1.994,3.76,32.33,2.45,0.352,0.459,3.446,5.00E-03,0,0.032,153,7.12,17.1038,6.742,2.55,2.5,0.05
1417,3.00E-04,2772.4,43.55,26.45,415.33,5.53,5.545,6.162,28.49,0.01,0,0,1196,7.82,173.6419,20.912,27.31,62.4,52.43
14171,0.005,4134.38,50.02,2.8,416.36,0.87,1.146,21.62,4.568,4.00E-03,0,0.00209,57,8.39,13.6663,10.152,11.03,7.4,2.37
14173,0.005,5215.5,49.77,65.43,784.29,2.55,6.757,22.15,81.15,4.00E-03,0,0,139,8.14,74.6088,31.145,51.62,0.4,0.12
14174,0.0136,843.15,8.35,0.67,94.44,1.51,0.857,4.208,3.53,1.10E-02,0,0.00113,275,7.84,115.4725,18.562,2.75,34.2,14.13
14175,0.0329,725.24,7.62,0.87,86.8,1.34,0.579,3.856,3.281,9.00E-03,0,,146,7.8,83.8113,21.193,3.96,24.2,5.76
14180,0.005,2716.64,78.9,96.54,1109.15,2.36,5.188,28.96,105.9,0.001,0,0.32158,523,8.24,16.96,7.087,255.29,0,2.66
14210,0.005,4086.9,304.9,453.16,3101.17,1.07,25.13,110.1,295,3.00E-03,0.00449,0.00013,201,8.02,38.3163,13.889,1221.86,19.7,7.07
14211,0.005,2761.46,79.04,94.51,1094.64,2.39,4.942,28.55,102,9.00E-03,0,0.29214,512,8.28,17.5925,7.06,253.58,4.2,2.22
14212,0.0015,5837.69,46.47,23.54,628.82,0.67,4.434,24.73,53.29,2.10E-02,0,0.47377,745,8.45,42.3563,34.475,16.78,24.4,5.65
14213,0.005,5616.87,57.55,28.19,722.69,1.04,4.356,37.6,41.52,1.50E-02,0,0.20931,454,8.31,119.425,31.117,75.46,72.1,22.26
14214,0.0029,6115.21,60.76,9.4,616.52,5.16,7.778,33.08,23.09,0.02,0,0,723,8.39,266.2425,26.907,27.56,126.7,115.63
14215,0.0218,987.53,14.95,21.15,197.47,4.67,3.299,6.018,12.33,0.014,0.00144,0.53065,878,7.57,61.4006,9.675,9.42,0,1.61
14216,0.0062,596.6,8.761,0.3,73.79,1.35,1.48,1.43,2.971,7.00E-03,0,0.00069,65,7.84,92.8425,28.865,4.56,2.5,1.4
14217,0,1932.29,44.46,0.5,288.36,1.23,1.03,9.367,2.773,6.00E-03,0,0.00055,89,8.26,44.8488,17.982,55.67,3.7,0.63
14218,0.0073,976.76,14.17,1.32,119.67,2.66,1.209,3.981,4.177,6.00E-03,0,0.00502,79,7.95,48.9363,20.065,7.54,2,2.52
14219,7.00E-04,3124.19,55.54,7.95,345.41,1.08,1.983,5.537,5.933,0.014,0.00054,0.65163,741,8.28,41.3594,9.685,8.51,1,1.21
14220,0.0035,1951.36,26.38,5.49,226.48,3.18,2.014,9.067,4.154,5.00E-03,0.00419,0.24671,554,7.99,98.9875,6.524,6.61,54.5,29.96
14221,0.008,1349.93,18.67,12.25,199.41,5.3,3.489,6.098,7.604,3.00E-02,0.00494,0.13828,626,7.78,202.0088,11.558,7.39,44.5,27.79
14225,0,2201.59,27.06,10.78,296.1,6.77,2.016,12.84,16.35,0.012,0,0.00413,268,8.18,29.6644,6.053,24.15,0.2,0.66
14226,0.005,2663.7,75.83,88.63,1034.22,2.55,4.866,26.61,93.09,0,0,0.4253,584,8.27,7.2975,6.167,237.11,0.5,0.28
14227,0.0534,185.57,9.532,71.6,322.2,3.29,3.617,5.257,39.88,0.047,0.00128,1.89838,2004,6.71,43.185,8.637,15.97,1.4,5.32
14228,0.077,203.28,9.622,68.11,299,4.55,3.268,5.011,37.09,5.10E-02,0,1.674,1844,6.96,75.735,7.27,14.89,5.6,10.27
14229,0.005,2819.32,69.7,235.67,1125.56,2.06,2.542,27.99,104.5,0.174,0,0.83736,1142,7.79,98.6538,22.052,32.78,2.4,3.8
14230,0.003,2445.1,24.85,10.13,343.48,2.91,5.5,6.15,39.54,4.00E-03,0,0,369,8.65,104.2713,32.783,39.14,7.6,4.92
14231,0,3459.82,141.4,34.98,1781.67,3.12,3.963,92.43,139.2,7.00E-03,0,0.08127,397,8.21,152.5644,7.917,862.55,101.2,33.33
14232,9.00E-04,541.57,9.408,0.12,88.45,0.67,0.767,2.793,2.116,0,0,0.04057,88,7.68,29.0394,11.589,12.72,3.5,1
14234,0.0181,1693.11,33.61,3.3,197.16,1.48,0.991,1.128,3.233,0.001,0,0.05627,1506,8.19,1012.075,7.246,4.17,2.6,0.86
14235,0.0267,1340.03,27.4,1.68,156.86,2.39,1.181,1.162,1.563,0.01,0.00055,0.1389,192,8.01,14.4144,7.26,5.12,0,0.01
14237,0.0135,803.42,7.347,0.52,88.26,1.61,2.269,3.257,3.656,1.10E-02,0,0.00139,99,7.14,123.175,38.45,1.12,11.6,3.36
14238,0.0158,787.06,12.86,2.45,103.82,0.55,0.193,2.12,3.354,8.00E-03,0,0.02776,105,7.96,18.3831,10.239,5.02,1.3,2.43
14239,0.0176,373.46,6.712,0.33,49.29,0.75,0.398,0.88,0.817,0.002,0,0.03001,39,7.59,8.825,4.686,3.06,1.3,1.61
14240,0.021,244.94,3.536,0.39,32.95,0.82,0.817,0.781,1.138,0.01,0,0.00324,11,7.46,15.4688,7.485,1.85,1.2,0.78
14241,0.0075,1269.39,44.58,51.63,533.7,2.5,3.281,12.89,32.78,7.40E-02,0.01956,0.71375,1119,7.93,34.855,2.66,106.91,7.9,6.78
14242,0.009,1235.16,44.02,50.82,526.95,2.44,3.221,12.66,32.63,0.039,0,0.71577,1121,7.98,32.4238,2.576,106.16,6,7.94
14243,0.0076,921.98,33.62,45.84,485.8,2.49,2.881,10.5,42.46,2.90E-02,0.01452,0.72299,971,7.97,12.9363,2.799,93.23,8.4,4.15
14244,0.0067,1123.73,42.13,55.33,542.78,2.43,3.798,12,42.56,8.70E-02,0.02308,1.1716,1603,7.76,52.8844,3.274,105.97,2.3,5.31
14245,0.016,1002.36,36.2,40.26,468.46,2.44,2.996,10.59,35.89,2.60E-02,0.0194,0.78,1170,7.93,25.96,1.656,92.73,15.9,5.23
14246,0.4943,314.65,12.09,19.57,185.78,24.06,10.68,4.594,9.859,0.101,0.02493,3.22144,4598,6.72,55.0713,9.462,18.88,2.5,3.52
14247,0.0011,1349.91,23.62,45.62,319.3,3,3.171,9.657,20.02,1.80E-02,0.00358,0.69137,864,7.91,52.7394,11.599,11.07,0,0.06
14248,0.0031,307.32,5.531,11.72,103.72,1.69,1.748,1.655,10.22,2.60E-02,0.00422,1.61344,1733,6.58,73.9888,20.403,6.21,3.1,4.08
14249,0,5139.18,90.01,15.6,962.58,6.46,7.168,43,54.53,0.024,0,0.91584,1722,8.3,223.8669,21.513,240.52,36.5,12.05
14250,0,5123.65,88.03,15.62,975.42,10.05,7.42,42.2,58.52,5.00E-02,0,1.12647,1682,8.13,183.5594,18.593,254.14,25.4,11.27
14251,0,5888.21,67.45,12.82,1986.15,7.07,10.48,33.34,358.8,1.50E-02,0,0,459,8.5,103.1056,12.067,721.18,49.5,40.1
14252,0.005,5442.35,72.72,14.23,1934.05,4.28,10.95,42.75,340.4,0.012,0,0,238,8.36,36.98,8.986,731.18,10.3,10.17
14253,0.144,6437.15,71.3,11.25,1960.59,8.53,11.04,32.14,329.5,1.80E-02,0,0,568,8.55,230.8769,12.282,684.32,123.2,116.8
14254,0.0359,100.62,2.234,9.63,55.24,2.54,0.545,0.292,7.324,8.00E-03,0,0.06506,158,6.9,9.9688,7.135,2.08,1.1,0.61
14255,0.0038,5245.07,62.38,14.88,1986.15,4.78,11.12,42,334.9,0.012,0,0,338,8.5,69.6175,11.228,787.21,46.4,38.91
14256,0.0032,5468.57,39.33,8.72,1762,9.29,9.773,31.52,310.8,0.023,0,0,1031,8.45,114.73,3.825,600.1,54.5,29.74
